sale_id;item_id;quantity_purchased
14598;806;1
14599;72;1
14600;446;1
14601;806;1
14602;526;1
14603;39;1
14603;43;1
14603;235;1
14603;370;1
14603;723;1
14604;222;1
14605;453;1
14605;701;1
14606;450;1
14607;92;1
14608;746;1
14609;570;1
14610;370;2
14610;566;1
14611;566;1
14612;446;1
14613;548;1
14614;791;1
14615;364;1
14616;39;1
14616;46;1
14616;762;1
14617;791;1
14618;450;1
14618;717;1
14618;806;1
14619;43;1
14619;65;1
14620;81;1
14621;247;1
14622;132;1
14622;518;1
14623;370;1
14623;815;1
14624;568;1
14624;806;1
14625;518;1
14626;370;1
14627;166;1
14628;71;1
14629;692;1
14630;568;1
14631;65;1
14631;363;1
14632;222;1
14632;375;1
14633;235;1
14633;548;1
14634;33;1
14635;701;1
14636;26;1
14637;548;1
14638;370;2
14639;446;1
14640;43;1
14640;370;1
14641;222;1
14642;789;1
14643;370;1
14644;627;1
14645;568;1
14645;806;1
14646;108;1
14647;46;1
14648;446;2
14648;627;1
14648;630;1
14649;568;1
14649;806;1
14650;740;1
14651;39;1
14651;806;2
14652;370;1
14652;805;1
14653;701;1
14654;370;1
14655;566;1
14656;568;1
14656;805;1
14657;370;1
14658;656;1
14659;363;1
14659;692;1
14660;566;1
14661;806;1
14662;370;1
14663;370;3
14664;166;1
14665;370;1
14665;806;1
14666;566;1
14667;803;1
14668;805;1
14668;806;1
14669;783;1
14670;566;1
14670;805;1
14670;806;1
14671;166;1
14672;805;1
14673;810;1
14674;363;2
14675;778;1
14676;627;1
14676;692;1
14677;811;1
14678;363;2
14678;778;1
14679;46;1
14679;709;1
14680;778;1
14681;805;1
14682;551;1
14683;692;1
14684;96;1
14684;778;1
14685;45;1
14685;709;1
14686;518;1
14686;600;1
14687;778;1
14688;805;1
14689;132;2
14690;570;2
14690;806;1
14691;166;1
14692;570;1
14693;566;2
14693;570;2
14693;805;1
14693;806;2
14694;814;1
14695;805;1
14696;778;1
14697;778;1
14698;805;1
14699;446;1
14700;805;1
14701;805;-1
14702;475;1
14703;46;1
14703;827;1
14704;363;1
14705;568;1
14706;790;1
14707;794;1
14708;450;1
14708;821;1
14709;43;1
14709;762;1
14710;460;1
14710;806;1
14711;363;1
14712;568;1
14713;701;1
14714;806;1
14715;92;1
14715;383;1
14716;627;1
14716;827;1
14717;806;1
14718;46;1
14718;791;1
14719;806;1
14720;548;1
14721;407;1
14721;642;1
14722;736;1
14723;166;1
14724;548;1
14724;553;1
14725;46;1
14725;701;1
14726;46;1
14726;791;1
14726;806;1
14727;568;1
14727;806;1
14728;568;1
14729;370;1
14729;753;1
14730;446;2
14730;553;1
14731;805;1
14732;446;2
14733;46;1
14734;570;1
14735;627;1
14736;396;1
14737;805;1
14738;446;1
14739;548;2
14740;118;1
14741;823;1
14742;46;1
14742;827;1
14743;805;1
14743;806;1
14744;823;1
14745;823;1
14746;821;1
14747;568;1
14748;532;1
14749;561;1
14750;446;1
14751;705;1
14752;447;1
14753;827;1
14754;788;1
14755;823;1
14756;43;1
14756;646;1
14757;499;1
14758;46;1
14759;446;1
14760;827;1
14761;166;1
14762;96;1
14763;570;1
14763;805;1
14764;600;1
14765;805;1
14766;570;1
14767;363;1
14767;805;1
14768;570;2
14769;805;1
14770;46;1
14770;794;1
14771;39;1
14772;96;1
14773;208;1
14773;600;1
14773;816;1
14774;548;3
14775;363;1
14775;805;1
14776;46;1
14777;251;1
14778;805;1
14779;787;1
14779;822;1
14780;38;1
14780;306;2
14780;450;1
14780;799;1
14780;826;1
14781;827;1
14782;96;1
14783;208;1
14783;460;1
14783;818;1
14784;92;1
14784;446;1
14785;446;1
14786;518;1
14786;642;1
14787;629;1
14788;518;1
14789;370;1
14790;46;1
14790;148;1
14791;458;1
14791;705;1
14792;370;3
14793;566;1
14794;43;1
14794;705;1
14795;117;1
14796;805;1
14797;370;1
14798;518;1
14799;96;1
14800;50;1
14801;92;1
14802;92;1
14802;818;1
14803;824;1
14804;46;1
14805;827;1
14806;518;1
14807;499;1
14808;46;1
14808;768;1
14809;805;1
14810;794;1
14811;815;1
14812;43;1
14812;78;1
14812;740;1
14813;370;1
14813;797;1
14814;475;1
14815;827;1
14816;791;1
14817;161;1
14817;370;1
14817;818;1
14817;827;1
14818;446;1
14819;71;1
14820;418;1
14821;824;1
14822;446;1
14823;805;1
14824;818;1
14825;548;1
14825;803;1
14826;38;1
14827;370;1
14828;446;1
14829;363;1
14830;583;1
14831;166;2
14831;446;2
14831;553;1
14831;691;1
14832;736;1
14833;92;1
14834;625;1
14835;306;2
14835;824;1
14836;458;1
14836;566;1
14837;566;3
14837;736;1
14837;806;1
14838;370;2
14839;370;1
14839;805;1
14840;370;1
14840;570;1
14841;370;2
14842;208;1
14842;363;1
14842;600;1
14843;570;1
14843;805;1
14843;806;1
14844;347;1
14844;800;1
14845;444;1
14846;370;1
14847;92;1
14848;805;1
14849;132;1
14850;43;1
14850;736;1
14851;446;1
14851;600;1
14852;446;1
14853;46;1
14853;370;1
14853;806;1
14854;334;1
14855;439;1
14856;96;1
14857;370;1
14858;166;1
14858;701;1
14858;705;2
14859;208;1
14859;776;1
14859;804;1
14860;370;1
14861;132;1
14862;701;1
14862;800;1
14863;370;2
14864;370;2
14865;824;1
14866;600;1
14867;600;1
14868;370;1
14868;566;3
14869;811;1
14870;166;1
14870;370;1
14870;568;1
14871;805;1
14872;518;2
14873;446;2
14874;370;1
14874;566;1
14875;222;2
14876;208;1
14876;370;1
14876;566;1
14876;818;1
14877;39;1
14877;45;1
14877;208;1
14877;460;1
14878;39;1
14878;45;1
14879;548;2
14880;805;1
14880;806;1
14881;736;1
14882;768;1
14882;806;1
14883;805;1
14884;794;1
14885;566;1
14886;805;1
14887;803;2
14888;566;1
14888;570;1
14889;370;1
14890;92;1
14890;370;1
14891;566;1
14892;363;1
14892;768;1
14893;460;1
14894;307;1
14895;805;1
14896;805;1
14897;370;1
14897;806;1
14898;806;1
14899;370;1
14899;553;1
14900;805;1
14900;806;1
14901;518;1
14902;363;1
14902;446;1
14903;605;1
14904;827;1
14905;446;1
14905;701;1
14906;370;2
14907;566;1
14908;370;1
14908;805;1
14909;38;1
14910;334;1
14910;363;1
14911;38;1
14911;805;1
14912;222;1
14912;697;1
14913;46;1
14914;318;1
14914;806;1
14915;39;1
14915;318;1
14915;370;1
14916;774;1
14917;370;1
14917;566;1
14917;568;1
14918;38;1
14918;46;1
14918;131;1
14918;307;2
14918;613;1
14918;805;1
14918;806;1
14919;46;1
14919;613;1
14919;701;1
14919;806;1
14920;318;1
14921;370;1
14922;701;1
14923;43;1
14924;566;1
14925;518;1
14925;774;1
14926;566;1
14927;656;1
14928;364;1
14929;805;1
14930;370;1
14931;446;1
14931;774;1
14932;370;1
14932;806;1
14933;318;1
14933;566;1
14934;821;1
14935;50;1
14935;370;1
14936;657;2
14936;785;1
14937;318;1
14938;364;1
14939;805;1
14940;370;1
14941;334;1
14941;363;1
14942;774;1
14943;166;1
14944;43;2
14944;774;2
14945;498;1
14946;806;1
14946;821;1
14947;553;1
14947;566;3
14948;347;1
14949;370;1
14949;791;1
14950;179;1
14951;518;2
14952;161;1
14952;370;2
14952;548;1
14952;753;1
14953;363;1
14954;566;1
14954;568;1
14955;334;1
14956;458;1
14957;446;1
14957;768;1
14957;805;1
14957;814;2
14958;566;1
14958;806;1
14959;600;1
14960;805;1
14961;370;1
14961;805;1
14962;657;1
14963;235;1
14963;624;1
14964;526;1
14965;46;1
14965;166;1
14965;768;1
14966;446;1
14966;570;3
14967;370;2
14967;803;1
14968;370;2
14968;803;1
14969;370;-2
14969;803;-1
14970;566;1
14970;568;2
14971;46;1
14972;363;1
14973;470;1
14973;518;1
14974;46;1
14974;370;1
14975;806;1
14975;824;1
14976;446;1
14977;43;1
14977;753;1
14977;806;1
14978;38;1
14978;306;2
14979;318;1
14980;363;1
14981;363;1
14981;805;1
14982;701;1
14983;43;1
14983;131;1
14983;307;2
14983;799;1
14983;806;1
14984;46;1
14985;790;1
14986;39;1
14986;774;1
14987;370;1
14988;208;1
14988;776;1
14989;548;1
14990;566;1
14991;208;1
14991;774;1
14992;548;1
14993;38;1
14993;208;2
14993;753;1
14993;811;1
14994;605;1
14995;815;1
14996;100;1
14997;370;1
14998;388;1
14999;821;1
15000;115;1
15000;446;1
15001;370;2
15002;542;1
15003;65;1
15003;370;1
15003;781;1
15004;363;1
15005;53;1
15005;363;1
15005;383;1
15006;318;1
15006;835;1
15007;837;1
15007;838;2
15008;71;1
15008;370;1
15008;548;1
15008;603;1
15008;791;1
15009;568;1
15010;566;1
15011;318;1
15011;370;1
15012;39;1
15012;166;1
15013;53;1
15014;39;1
15014;45;1
15015;11;1
15015;370;1
15015;444;1
15015;566;1
15015;570;1
15015;806;1
15016;801;1
15017;832;1
15018;53;1
15018;306;1
15018;603;1
15018;727;1
15019;65;1
15019;115;1
15019;542;1
15019;574;1
15020;446;1
15021;115;1
15022;603;1
15023;370;1
15024;792;1
15025;837;1
15026;142;1
15026;518;1
15027;363;1
15028;805;1
15029;363;1
15030;370;1
15031;370;1
15032;828;1
15032;832;1
15033;370;2
15034;364;1
15034;518;2
15034;761;1
15035;603;1
15035;828;1
15036;182;1
15037;566;1
15037;806;1
15038;370;1
15039;444;1
15040;444;1
15040;574;2
15040;844;1
15041;444;1
15042;128;1
15042;370;1
15042;566;2
15042;832;1
15043;542;1
15043;701;1
15044;40;1
15044;450;1
15045;734;1
15046;96;1
15046;568;1
15047;53;1
15047;542;1
15048;803;1
15049;370;2
15050;792;1
15051;370;1
15052;166;1
15052;370;1
15053;570;1
15054;46;1
15054;566;1
15055;566;1
15055;600;1
15056;805;1
15057;446;1
15058;318;1
15059;128;1
15059;363;1
15060;72;1
15061;603;1
15062;821;1
15063;370;1
15063;568;1
15064;370;2
15064;761;1
15065;832;1
15065;834;1
15066;570;1
15067;113;1
15068;548;1
15069;370;1
15070;370;2
15070;380;1
15071;772;2
15072;548;1
15073;46;1
15074;46;1
15075;838;1
15076;370;1
15077;370;1
15078;194;1
15078;370;2
15079;307;1
15080;75;2
15080;115;1
15081;38;1
15081;318;1
15081;450;1
15082;182;1
15082;208;2
15083;46;1
15083;570;2
15083;761;1
15084;370;1
15084;753;1
15085;40;1
15085;822;1
15086;440;1
15087;370;1
15087;570;1
15088;761;1
15089;570;1
15090;370;1
15091;792;1
15092;370;1
15093;787;1
15094;370;1
15094;553;1
15095;370;4
15096;446;1
15097;364;1
15097;832;1
15098;805;1
15099;38;1
15099;208;2
15100;78;1
15100;741;1
15101;370;1
15101;832;1
15102;785;1
15103;46;1
15103;117;1
15104;792;1
15105;96;1
15106;115;2
15107;53;1
15108;194;1
15109;370;1
15110;370;1
15111;370;1
15111;570;1
15111;833;1
15112;835;1
15113;233;1
15114;821;1
15115;822;1
15116;832;1
15117;208;2
15118;741;1
15119;194;1
15119;568;1
15120;208;1
15120;526;1
15120;846;1
15121;128;1
15122;65;1
15123;517;1
15124;388;1
15124;440;1
15125;691;1
15126;307;2
15127;370;1
15128;847;3
15129;517;1
15130;318;1
15131;446;1
15131;566;1
15131;845;1
15132;182;1
15132;446;1
15133;553;1
15134;772;1
15134;805;1
15135;115;1
15135;440;2
15136;847;1
15137;847;1
15138;570;1
15139;370;1
15139;847;1
15140;78;1
15141;545;1
15142;38;1
15142;72;1
15142;370;1
15142;388;1
15142;779;1
15143;570;2
15144;537;1
15145;445;1
15146;792;1
15147;43;1
15148;835;1
15149;53;1
15149;548;1
15150;128;1
15150;517;1
15151;553;1
15152;450;1
15152;458;1
15153;53;1
15154;370;2
15154;570;1
15155;791;1
15155;847;1
15156;849;1
15157;736;1
15157;847;1
15158;566;1
15159;847;1
15160;450;1
15160;847;1
15160;849;1
15161;194;1
15162;849;1
15163;778;1
15164;208;1
15164;778;1
15164;818;1
15165;370;2
15166;847;1
15167;778;1
15167;806;1
15168;806;1
15169;370;2
15170;166;1
15171;65;1
15172;65;1
15173;370;2
15174;841;1
15175;806;1
15176;115;1
15176;211;1
15176;535;1
15177;705;1
15178;553;1
15179;208;1
15179;222;1
15179;388;1
15179;789;1
15180;781;1
15181;370;1
15181;568;2
15182;747;1
15183;370;1
15184;370;1
15184;566;1
15185;235;1
15185;806;1
15186;835;1
15187;43;1
15187;778;1
15188;443;1
15189;115;1
15189;548;1
15190;778;2
15192;39;1
15193;65;1
15194;705;1
15195;778;1
15196;222;3
15197;370;1
15197;566;1
15198;778;1
15198;806;1
15199;418;1
15199;698;1
15200;450;1
15200;566;1
15200;806;1
15200;847;1
15201;566;3
15202;370;1
15203;40;1
15204;370;1
15204;566;1
15205;450;1
15206;450;1
15207;43;1
15208;43;1
15209;370;1
15210;805;1
15211;805;1
15212;53;1
15212;370;1
15212;778;1
15213;53;1
15213;440;1
15214;4;1
15215;43;1
15215;370;1
15216;778;1
15217;370;1
15218;72;1
15219;211;1
15220;570;1
15221;437;1
15222;847;1
15223;517;1
15223;781;1
15224;43;1
15224;115;1
15225;734;1
15225;847;1
15226;161;1
15227;566;1
15228;805;1
15229;128;1
15229;440;1
15229;517;1
15229;698;1
15230;370;1
15230;600;1
15231;705;1
15232;526;1
15233;53;1
15234;657;2
15235;65;1
15235;396;1
15236;568;2
15236;570;1
15236;736;1
15236;847;1
15237;39;1
15238;446;2
15238;805;1
15239;566;1
15240;845;1
15240;846;1
15240;850;1
15241;370;1
15241;526;1
15242;43;1
15242;208;2
15242;542;1
15242;846;1
15243;370;2
15244;477;1
15245;806;1
15246;233;1
15246;846;1
15247;38;1
15247;208;1
15248;43;1
15248;53;2
15248;440;1
15249;370;1
15249;657;1
15250;370;1
15250;801;1
15251;548;1
15252;723;1
15252;846;1
15253;222;1
15254;705;1
15255;370;1
15256;45;1
15257;222;1
15257;778;1
15257;781;1
15258;115;1
15259;370;1
15259;446;1
15259;822;1
15260;612;1
15260;778;1
15261;847;1
15262;370;1
15263;568;1
15263;851;1
15264;778;1
15265;738;1
15266;128;1
15267;847;1
15268;792;1
15269;370;1
15270;806;1
15271;370;1
15271;568;1
15272;778;1
15272;853;1
15273;806;1
15274;446;1
15274;570;1
15274;806;1
15275;115;1
15275;446;1
15275;450;1
15276;568;1
15276;774;1
15276;778;1
15277;318;1
15278;370;1
15279;446;1
15280;370;1
15281;208;2
15281;774;1
15281;778;1
15282;370;1
15282;442;1
15283;370;1
15284;792;1
15285;307;1
15285;778;1
15285;818;1
15286;852;1
15287;847;1
15288;370;1
15289;128;1
15289;570;1
15290;208;1
15290;734;1
15291;370;1
15292;746;1
15293;208;2
15293;370;1
15293;834;1
15293;849;1
15294;65;1
15295;779;1
15296;179;1
15296;370;1
15296;805;1
15297;370;1
15298;566;4
15299;566;1
15300;774;1
15301;370;1
15301;566;1
15301;806;1
15302;778;1
15303;806;1
15304;849;1
15305;805;1
15306;370;1
15306;853;1
15307;746;1
15308;446;2
15308;778;1
15309;334;1
15309;363;1
15310;72;1
15310;307;2
15310;439;1
15310;603;1
15311;370;1
15311;460;1
15312;761;1
15313;370;1
15314;603;1
15315;89;1
15315;370;2
15315;854;1
15316;446;1
15317;370;1
15317;568;1
15318;570;1
15319;806;1
15319;833;1
15320;370;1
15320;791;1
15321;781;1
15321;857;1
15322;318;1
15323;568;1
15324;81;1
15324;542;1
15325;603;1
15326;72;1
15326;370;1
15327;40;1
15328;370;1
15328;568;1
15328;570;1
15328;828;1
15329;858;1
15330;4;2
15331;446;1
15332;45;1
15332;75;1
15332;246;1
15333;78;1
15333;92;1
15333;131;1
15333;843;2
15334;517;1
15335;849;1
15336;827;1
15337;72;1
15337;370;1
15337;791;1
15338;370;2
15339;38;1
15339;806;1
15340;696;1
15341;528;1
15342;370;1
15342;568;1
15343;115;1
15344;370;1
15344;566;1
15345;53;3
15345;81;3
15345;247;2
15345;574;2
15345;723;2
15345;746;1
15345;805;2
15346;161;1
15347;542;1
15348;363;1
15348;528;1
15349;92;3
15349;246;3
15349;334;3
15349;418;2
15349;625;3
15349;652;3
15349;701;3
15349;749;2
15349;792;2
15349;805;3
15349;827;2
15349;842;2
15350;450;1
15351;499;1
15351;749;1
15352;166;1
15353;370;3
15354;92;1
15355;548;1
15356;548;-1
15357;846;1
15358;370;1
15359;838;1
15360;128;1
15361;548;1
15362;801;1
15363;458;2
15363;540;2
15363;781;3
15363;791;1
15363;852;2
15364;92;3
15364;334;2
15364;518;6
15364;526;3
15364;574;2
15364;603;3
15364;726;2
15364;774;3
15364;778;3
15364;821;2
15364;849;3
15365;518;2
15365;696;1
15366;370;1
15367;51;1
15367;548;1
15368;43;1
15369;222;2
15370;460;1
15371;814;2
15372;53;1
15372;861;2
15373;370;1
15374;548;1
15374;713;1
15374;788;1
15375;570;1
15375;861;2
15376;128;1
15376;370;1
15376;475;1
15376;570;2
15376;857;2
15377;518;3
15377;658;1
15378;566;2
15378;847;1
15379;566;2
15380;460;1
15381;43;1
15382;778;1
15383;542;1
15383;778;1
15384;548;1
15384;805;1
15385;370;1
15386;859;1
15387;642;1
15388;166;1
15389;363;1
15390;518;1
15391;370;1
15391;573;1
15392;46;1
15392;370;1
15393;518;1
15394;769;1
15395;518;2
15396;355;1
15397;246;1
15397;370;1
15397;836;1
15398;363;1
15399;781;1
15400;517;1
15401;568;1
15402;179;1
15402;370;1
15402;843;2
15403;370;1
15403;822;1
15404;92;1
15404;542;1
15404;738;1
15405;603;1
15406;738;1
15407;746;1
15408;370;1
15408;603;1
15409;603;1
15410;46;1
15410;166;1
15411;65;1
15411;446;1
15411;603;1
15412;446;1
15413;121;1
15413;370;1
15413;828;1
15414;4;1
15414;65;1
15415;806;1
15416;208;1
15417;40;1
15418;603;1
15419;53;1
15420;859;1
15421;458;1
15422;363;1
15423;388;1
15424;38;1
15424;306;1
15424;318;1
15425;72;1
15426;318;1
15426;806;1
15427;738;1
15428;208;1
15429;46;2
15429;388;1
15430;65;1
15430;738;1
15431;827;1
15432;603;1
15433;603;1
15433;806;1
15434;726;1
15435;92;1
15435;312;1
15435;806;1
15436;370;1
15437;859;1
15438;827;1
15438;861;1
15439;306;2
15440;40;1
15440;65;1
15441;222;2
15441;830;1
15442;46;1
15442;121;1
15442;306;2
15442;363;1
15442;606;1
15442;818;1
15443;53;1
15444;625;1
15445;177;1
15446;859;1
15447;526;1
15447;738;1
15448;53;1
15449;603;1
15449;613;1
15449;861;2
15450;208;2
15451;749;1
15451;806;1
15452;446;1
15452;526;1
15453;861;1
15454;603;1
15455;548;1
15455;861;1
15456;443;1
15456;861;2
15457;363;2
15457;553;1
15458;749;1
15459;65;1
15460;363;1
15460;625;1
15461;38;1
15462;132;1
15462;222;2
15462;244;1
15463;45;1
15464;208;1
15464;603;1
15464;818;1
15465;43;1
15465;749;1
15466;753;1
15466;861;1
15467;43;1
15467;603;1
15468;445;1
15469;370;1
15470;46;1
15470;370;2
15470;791;1
15471;517;1
15472;418;1
15473;208;1
15474;143;3
15474;179;4
15474;208;6
15474;326;2
15474;355;3
15474;446;10
15474;517;6
15474;518;6
15474;603;5
15474;865;3
15475;182;2
15475;446;5
15475;553;2
15475;603;6
15475;657;5
15475;705;2
15475;746;2
15475;749;1
15475;827;2
15476;517;1
15477;388;1
15477;749;1
15478;92;1
15479;46;1
15479;792;1
15480;853;1
15481;246;1
15481;806;1
15482;603;1
15483;92;1
15483;306;1
15483;818;1
15484;861;2
15485;821;1
15486;306;2
15486;806;1
15487;749;1
15487;806;1
15488;749;1
15488;806;1
15489;859;1
15490;603;1
15491;656;1
15492;179;1
15492;370;1
15492;822;1
15493;121;1
15493;446;1
15493;747;1
15494;92;1
15495;43;1
15495;78;1
15495;370;1
15496;67;1
15496;306;2
15497;603;1
15498;244;1
15499;370;1
15500;517;1
15500;781;1
15501;753;1
15501;861;2
15502;222;1
15502;307;1
15502;388;1
15502;446;1
15503;89;1
15504;603;1
15504;806;1
15505;318;1
15505;806;1
15506;458;1
15507;370;1
15507;749;1
15508;774;1
15509;246;1
15509;788;2
15510;548;1
15510;861;1
15511;69;1
15512;518;1
15512;806;1
15513;124;1
15513;518;1
15514;235;1
15514;548;1
15514;846;1
15514;850;1
15515;568;1
15515;806;1
15516;53;1
15516;450;1
15516;852;1
15517;43;1
15517;548;1
15517;806;1
15518;370;1
15518;446;1
15519;326;1
15519;355;1
15520;370;1
15520;853;1
15521;370;1
15521;568;1
15522;746;1
15522;842;1
15523;450;1
15523;791;1
15524;517;1
15525;53;1
15525;705;1
15526;51;1
15526;738;1
15527;446;1
15528;370;2
15529;859;1
15530;363;1
15530;370;1
15530;833;1
15531;370;1
15531;568;1
15532;613;1
15532;806;1
15532;859;1
15533;518;1
15534;727;1
15535;363;1
15535;792;1
15536;603;1
15536;864;1
15537;65;4
15537;143;1
15537;334;1
15537;447;2
15537;625;1
15537;860;1
15537;864;3
15538;574;1
15539;446;1
15540;818;1
15541;864;1
15542;853;1
15543;370;1
15544;858;1
15545;364;1
15546;852;1
15547;370;1
15548;46;1
15548;370;2
15549;92;1
15549;574;1
15550;40;1
15550;806;1
15551;370;1
15551;726;1
15552;143;1
15553;864;2
15554;222;1
15555;805;1
15556;806;1
15557;208;1
15557;776;1
15558;859;1
15559;864;1
15560;78;1
15560;208;6
15560;306;10
15561;801;1
15562;326;1
15562;370;2
15562;749;1
15562;861;2
15563;179;1
15563;442;1
15564;446;1
15564;652;1
15565;46;1
15566;517;1
15567;370;1
15567;749;1
15568;370;3
15568;749;1
15568;801;1
15569;370;-1
15569;749;-1
15570;92;1
15570;863;2
15571;45;1
15571;821;1
15572;166;1
15572;370;1
15573;92;1
15574;40;1
15574;553;1
15575;370;1
15576;370;1
15576;568;1
15576;851;1
15577;46;1
15577;222;1
15577;475;1
15578;78;1
15579;69;1
15579;246;1
15579;705;1
15580;370;1
15580;726;1
15581;318;1
15581;370;4
15581;450;1
15582;370;1
15583;370;2
15584;852;1
15585;726;1
15585;788;1
15586;53;1
15587;92;1
15588;53;1
15588;166;1
15589;43;1
15589;96;1
15590;568;1
15590;658;1
15591;797;1
15591;818;1
15592;334;1
15593;233;1
15594;853;1
15595;46;1
15595;50;1
15595;370;1
15596;859;1
15597;370;3
15598;43;1
15599;370;2
15600;446;2
15601;749;1
15602;326;1
15603;858;1
15604;806;1
15605;749;1
15606;132;1
15607;370;1
15608;43;1
15608;53;1
15609;53;1
15610;121;1
15611;859;1
15612;804;1
15613;4;1
15614;208;1
15614;460;1
15614;855;1
15615;864;1
15616;208;1
15616;370;1
15617;542;1
15617;774;1
15618;233;1
15618;753;1
15619;370;1
15619;753;1
15620;753;1
15620;778;1
15621;753;1
15622;370;1
15622;568;1
15623;46;1
15624;446;1
15624;460;1
15625;370;1
15626;208;1
15626;744;1
15626;778;1
15627;370;1
15628;657;1
15629;853;1
15630;306;2
15630;370;1
15630;859;1
15631;753;1
15632;131;1
15633;46;1
15633;806;1
15634;233;1
15634;852;1
15635;418;1
15636;43;1
15636;418;1
15636;749;1
15637;233;1
15638;92;1
15639;179;1
15639;370;2
15639;658;1
15640;208;2
15640;444;1
15641;148;1
15641;753;1
15642;778;1
15643;568;1
15644;778;10
15645;370;1
15645;548;1
15646;853;1
15647;233;1
15647;364;1
15648;778;1
15649;370;1
15650;166;1
15650;306;2
15650;657;1
15650;816;1
15651;574;1
15651;788;1
15652;244;1
15652;788;1
15653;326;1
15654;370;1
15654;861;2
15655;370;1
15655;726;1
15656;450;1
15657;166;1
15658;46;1
15658;370;1
15659;65;1
15659;789;1
15659;843;1
15660;131;1
15660;306;2
15660;373;1
15660;630;1
15660;806;1
15661;128;2
15662;92;1
15663;244;1
15664;318;1
15664;446;1
15665;821;1
15666;568;1
15667;853;1
15668;852;1
15669;526;1
15669;793;1
15670;370;1
15670;568;1
15671;370;1
15671;526;1
15672;446;1
15673;806;1
15674;568;1
15674;822;1
15675;370;1
15675;793;1
15676;446;1
15677;92;1
15678;370;1
15679;40;1
15679;370;1
15679;761;1
15680;548;1
15681;370;1
15681;805;1
15682;370;1
15682;778;1
15683;370;1
15684;450;1
15685;46;1
15685;370;1
15686;370;2
15686;642;1
15687;460;1
15687;568;1
15688;43;1
15688;370;1
15689;370;2
15690;96;1
15690;418;1
15691;370;1
15691;450;1
15692;518;2
15693;318;1
15694;568;2
15695;128;1
15696;370;2
15697;355;1
15698;446;1
15698;877;1
15699;806;1
15700;166;1
15700;364;1
15700;370;1
15701;475;1
15701;778;1
15702;53;1
15702;364;1
15702;460;1
15703;828;1
15704;370;2
15705;874;1
15706;43;1
15706;528;1
15707;778;1
15708;326;1
15709;370;1
15710;128;2
15710;517;1
15711;128;1
15711;517;1
15712;828;1
15713;874;1
15714;518;1
15715;45;1
15716;514;1
15717;859;1
15717;882;1
15718;306;2
15718;870;1
15719;244;1
15720;778;1
15720;872;1
15721;370;1
15721;603;1
15722;821;1
15723;603;1
15724;166;1
15724;444;1
15725;528;1
15726;705;1
15726;856;1
15727;128;1
15727;517;1
15728;446;1
15728;726;1
15729;65;1
15730;43;1
15730;450;1
15731;115;8
15731;166;2
15731;246;3
15731;334;4
15731;446;10
15731;517;4
15731;518;3
15731;574;2
15731;603;6
15731;805;2
15731;853;2
15731;862;2
15731;872;2
15731;876;4
15732;446;2
15733;121;1
15733;446;2
15734;121;1
15734;306;1
15735;370;1
15735;528;1
15736;853;1
15737;834;1
15738;568;1
15739;92;1
15740;92;1
15740;843;1
15740;855;1
15741;69;1
15742;792;1
15742;873;1
15743;318;1
15744;233;1
15745;71;1
15746;166;1
15746;548;1
15747;568;3
15748;246;1
15748;450;1
15749;113;1
15750;882;1
15751;370;2
15752;517;1
15752;882;2
15753;789;1
15753;843;1
15753;859;1
15754;177;1
15754;446;1
15755;334;1
15755;788;1
15756;843;2
15756;878;1
15757;446;1
15758;801;1
15759;874;1
15760;166;1
15761;548;2
15762;778;1
15762;788;1
15763;603;1
15764;814;1
15765;834;1
15765;874;1
15765;882;1
15766;50;1
15766;882;2
15767;814;1
15768;880;1
15769;115;1
15770;882;1
15771;446;1
15771;749;2
15771;882;1
15772;89;1
15773;859;1
15774;882;1
15775;370;1
15776;370;1
15777;518;2
15777;540;1
15778;746;1
15779;882;1
15780;822;1
15781;446;2
15781;574;1
15782;603;1
15782;789;1
15782;843;1
15783;566;1
15784;370;1
15785;584;1
15786;166;1
15787;43;1
15787;458;1
15788;92;1
15788;528;1
15788;749;2
15788;791;1
15789;131;1
15789;880;1
15790;46;1
15790;553;1
15790;882;2
15791;882;4
15792;726;1
15793;108;1
15794;318;1
15795;882;1
15796;517;1
15796;697;1
15797;566;1
15797;574;1
15798;566;2
15798;882;2
15799;355;1
15800;872;1
15800;882;2
15801;50;1
15802;882;2
15803;882;1
15804;460;1
15804;882;1
15805;574;1
15806;43;1
15806;882;1
15807;53;1
15808;850;1
15809;778;1
15810;882;2
15811;574;1
15812;460;1
15813;882;2
15814;882;1
15815;244;1
15816;72;1
15817;805;1
15817;882;2
15818;115;1
15819;334;1
15819;882;1
15820;233;1
15821;882;1
15822;179;1
15823;880;1
15823;882;2
15824;882;1
15825;861;2
15826;446;1
15827;370;2
15827;375;1
15827;846;1
15828;370;1
15829;574;1
15829;861;1
15830;861;1
15831;574;1
15831;657;1
15832;370;1
15833;574;1
15834;334;1
15835;805;1
15836;89;1
15836;233;1
15837;652;1
15838;318;1
15839;603;1
15839;861;1
15840;657;1
15841;446;1
15842;166;1
15842;446;1
15843;43;1
15843;81;1
15844;792;1
15845;864;1
15846;778;1
15847;446;1
15847;781;1
15848;233;1
15849;882;2
15850;657;1
15850;721;1
15851;517;1
15852;861;1
15853;46;1
15853;326;1
15854;115;1
15855;46;1
15856;613;1
15857;861;1
15858;444;1
15858;873;1
15859;566;1
15860;46;1
15861;584;1
15862;746;1
15863;749;1
15864;143;1
15865;45;1
15865;46;1
